Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
CEPQ.S2464,1997.03,1007,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1997.06,995,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1997.09,984,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1997.12,1004,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1998.03,1011,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1998.06,997,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1998.09,1008,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1998.12,1008,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1999.03,1007,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1999.06,1000,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1999.09,1000,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,1999.12,956,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2000.03,988,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2000.06,989,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2000.09,980,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2000.12,1010,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2001.03,1003,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2001.06,1015,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2001.09,1019,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2001.12,1019,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2002.03,1042,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2002.06,1052,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2002.09,1052,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2002.12,1048,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2003.03,1049,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2003.06,1049,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2003.09,1049,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2003.12,1042,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2004.03,1024,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2004.06,1031,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2004.09,1031,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2004.12,1051,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2005.03,1038,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2005.06,1042,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2005.09,1066,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2005.12,1033,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2006.03,1065,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2006.06,1077,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2006.09,1077,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2006.12,1091,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2007.03,1146,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2007.06,1173,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2007.09,1244,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2007.12,1315,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2008.03,1324,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2008.06,1358,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2008.09,1366,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2008.12,1366,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2009.03,1424,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2009.06,1418,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2009.09,1442,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2009.12,1442,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2010.03,1468,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2010.06,1512,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2010.09,1535,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2010.12,1515,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2011.03,1515,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2011.06,1514,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2011.09,1520,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2011.12,1520,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2012.03,1451,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2012.06,1484,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2012.09,1477,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2012.12,1475,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2013.03,1481,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2013.06,1488,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2013.09,1437,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2013.12,1432,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2014.03,1431,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2014.06,1426,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2014.09,1429,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2014.12,1436,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2015.03,1439,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2015.06,1438,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2015.09,1448,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2015.12,1535,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2016.03,1522,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2016.06,1520,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2016.09,1576,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2016.12,1571,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2017.03,1577,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2017.06,1574,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2017.09,1564,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2017.12,1571,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2018.03,1589,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2018.06,1631,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2018.09,1639,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2018.12,1612,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2019.03,1611,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2019.06,1616,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2019.09,1615,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2019.12,1676,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2020.03,1713,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2020.06,1724,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2020.09,1747,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2020.12,1756,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2021.03,1762,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2021.06,1875,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2464,2021.09,1825,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Accumulators, primary cells and primary batteries and parts thereof",,,,
CEPQ.S2469,1996.12,892,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1997.03,895,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1997.06,901,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1997.09,906,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1997.12,909,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1998.03,919,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1998.06,964,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1998.09,973,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1998.12,993,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1999.03,1002,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1999.06,1003,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1999.09,1000,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,1999.12,1009,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2000.03,1016,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2000.06,1014,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2000.09,1001,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2000.12,1042,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2001.03,1027,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2001.06,1037,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2001.09,1006,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2001.12,1031,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2002.03,1028,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2002.06,1070,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2002.09,1075,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2002.12,1072,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2003.03,1065,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2003.06,1077,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2003.09,1051,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2003.12,1051,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2004.03,1081,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2004.06,1092,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2004.09,1086,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
CEPQ.S2469,2004.12,1084,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Other electrical equipment and parts thereof,,,,
