Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
CEPQ.S2CC,2006.06,1197,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2006.09,1215,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2006.12,1223,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2007.03,1226,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2007.06,1229,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2007.09,1249,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2007.12,1275,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2008.03,1282,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2008.06,1310,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2008.09,1321,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2008.12,1328,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2009.03,1329,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2009.06,1332,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2009.09,1343,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2009.12,1364,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2010.03,1374,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2010.06,1381,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2010.09,1392,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2010.12,1400,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2011.03,1422,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2011.06,1482,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2011.09,1474,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2011.12,1487,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2012.03,1492,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2012.06,1495,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2012.09,1512,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2012.12,1518,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2013.03,1511,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2013.06,1514,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2013.09,1511,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2013.12,1529,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2014.03,1523,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2014.06,1520,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2014.09,1543,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2014.12,1546,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2015.03,1535,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2015.06,1544,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2015.09,1551,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2015.12,1564,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2016.03,1563,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2016.06,1600,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2016.09,1604,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2016.12,1606,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2017.03,1614,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2017.06,1616,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2017.09,1614,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2017.12,1618,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2018.03,1624,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2018.06,1633,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2018.09,1648,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2018.12,1685,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2019.03,1684,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2019.06,1690,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2019.09,1693,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2019.12,1689,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2020.03,1696,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2020.06,1685,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2020.09,1703,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2020.12,1723,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2021.03,1738,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2021.06,1786,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CC,2021.09,1854,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Electrical Works,,,,
CEPQ.S2CD,1979.12,344.769689,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1980.03,361.318634,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1980.06,382.349585,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1980.09,392.692675,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1980.12,414.757936,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1981.03,430.962111,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1981.06,460.957074,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1981.09,479.574637,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1981.12,496.813121,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1982.03,508.535291,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1982.06,540.943642,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1982.09,546.115187,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1982.12,553.70012,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1983.03,558.871665,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1983.06,560.940284,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1983.09,562.664132,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1983.12,567.490908,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1984.03,568.525217,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1984.06,585.418931,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1984.09,599.899258,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1984.12,617.137743,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1985.03,627.136064,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1985.06,649.546094,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1985.09,671.611354,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1985.12,692.297535,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1986.03,702.985395,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1986.06,727.119273,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1986.09,747.805455,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1986.12,769.181175,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1987.03,776.766109,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1987.06,801.244756,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1987.09,804.347684,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1987.12,815.725083,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1988.03,827.102483,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1988.06,837.790344,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1988.09,840.203731,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1988.12,848.478204,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1989.03,853.994519,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1989.06,866.406228,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1989.09,877.783627,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1989.12,879.507476,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1990.03,887.423043,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1990.06,903.254178,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1990.09,905.013193,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1990.12,913.808267,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1991.03,919.085312,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1991.06,924.362357,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1991.09,919.085312,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1991.12,921.723835,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1992.03,927.880387,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1992.06,923.48285,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1992.09,925.241865,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1992.12,927.880387,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1993.03,927.880387,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1993.06,925.241865,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1993.09,931.398417,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1993.12,942.832014,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1994.03,948.988566,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1994.06,955.145119,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1994.09,956.904134,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1994.12,961.301671,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1995.03,963.940194,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1995.06,968.337731,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1995.09,970.976253,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1995.12,979.771328,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1996.03,985.048373,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1996.06,991.204925,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1996.09,993.843448,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1996.12,1000.879507,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1997.03,997.361478,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1997.06,993.843448,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1997.09,993.843448,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1997.12,994.722955,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1998.03,994.722955,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1998.06,993.843448,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1998.09,992.96394,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1998.12,995.602463,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1999.03,995.602463,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1999.06,997.361478,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1999.09,1000,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,1999.12,1003,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2000.03,1010,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2000.06,1020,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2000.09,1026,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2000.12,1058,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2001.03,1066,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2001.06,1072,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2001.09,1084,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2001.12,1101,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2002.03,1105,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2002.06,1117,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
CEPQ.S2CD,2002.09,1118,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Earthmoving and Site Work,,,,
